x,y,t,valor_objetivo,c_x,c_y,c_t,a1,b1,c1,a2,c2
0.0,1.0,11.0,59.222343378926105,9.0,6.0,4.838394852629646,1.0,2.0,9.0,1.1432548927718398,3.0
0.0,1.0,5.0,18.601821294078125,4.0,7.0,2.320364258815625,1.0,2.0,3.0,2.3238965856812066,0.0
1.0,0.0,6.0,16.864215313482056,7.0,1.0,1.644035885580343,3.0,1.0,3.0,2.6334125271179003,3.0
1.0,0.0,3.0,11.32557914060991,7.0,2.0,1.441859713536637,1.0,1.0,2.0,1.255732694929586,0.0
0.0,1.0,8.0,25.784007891313998,3.0,2.0,2.9730009864142497,1.0,2.0,6.0,1.10797415215159,3.0
1.0,0.0,7.0,22.79322038446183,8.0,8.0,2.1133171977802614,3.0,2.0,4.0,2.9997738912652308,2.0
0.0,1.0,5.0,16.358524653891813,2.0,6.0,2.071704930778363,1.0,3.0,2.0,0.7192441139197585,4.0
1.0,0.0,9.0,43.405974393407064,7.0,6.0,4.045108265934118,3.0,2.0,6.0,1.6932055816343556,3.0
1.0,0.0,10.0,42.485898892711106,9.0,1.0,3.3485898892711106,1.0,2.0,9.0,0.9874595710465944,0.0
1.0,0.0,8.0,30.76504495187455,7.0,1.0,2.970630618984319,2.0,2.0,6.0,1.3814710211731802,2.0
1.0,0.0,4.0,18.139781069072058,3.0,3.0,3.784945267268015,2.0,1.0,2.0,2.0760169343483583,2.0
1.0,0.0,12.0,42.716091206395475,6.0,9.0,3.0596742671996227,3.0,1.0,9.0,0.8476646662387106,1.0
1.0,0.0,7.0,38.19638918687869,9.0,5.0,4.17091274098267,2.0,2.0,5.0,2.961957159240065,2.0
1.0,0.0,9.0,23.995280968632656,9.0,7.0,1.6661423298480726,1.0,2.0,8.0,1.0636632118821805,1.0
1.0,0.0,5.0,25.93243091655305,7.0,4.0,3.78648618331061,3.0,3.0,2.0,1.0721538229448675,2.0
0.0,1.0,5.0,20.22277970653609,3.0,4.0,3.2445559413072185,2.0,3.0,2.0,1.856175473340493,2.0
1.0,0.0,5.0,32.40708173795076,8.0,6.0,4.881416347590152,2.0,2.0,3.0,1.2368784478373351,4.0
1.0,0.0,11.0,28.619946210412376,8.0,1.0,1.8745405645829432,2.0,1.0,9.0,1.6071945869707842,0.0
1.0,0.0,5.0,12.20097341484998,5.0,3.0,1.440194682969996,3.0,1.0,2.0,1.3250009072865738,1.0
0.0,1.0,3.0,10.525798171152902,3.0,3.0,2.5085993903843007,1.0,2.0,1.0,1.796461373557257,0.0
1.0,0.0,11.0,17.295793010750508,3.0,1.0,1.2996175464318642,3.0,3.0,8.0,0.8198328087806218,1.0
0.0,1.0,9.0,38.45037312444354,2.0,6.0,3.60559701382706,1.0,3.0,6.0,2.3562537769538063,4.0
1.0,0.0,4.0,15.217402174306395,8.0,9.0,1.8043505435765987,2.0,1.0,2.0,2.862183479450752,0.0
1.0,0.0,8.0,32.30472297791847,7.0,1.0,3.1630903722398087,1.0,2.0,7.0,0.6613652603768048,0.0
1.0,0.0,9.0,22.519568593643736,9.0,7.0,1.5021742881826374,1.0,2.0,8.0,0.7697428788026374,0.0
0.0,1.0,6.0,24.936321751912825,5.0,8.0,2.822720291985471,3.0,2.0,4.0,2.4787876177608195,1.0
,,,,4.0,2.0,4.70026225027471,1.0,1.0,2.0,0.6470105237383592,4.0
0.0,1.0,6.0,15.086208345306783,3.0,4.0,1.847701390884464,2.0,2.0,4.0,1.7380312368157065,0.0
0.0,1.0,11.0,45.38601994057105,6.0,8.0,3.398729085506459,3.0,3.0,8.0,0.5195401504715651,3.0
0.0,1.0,10.0,51.58223031715352,3.0,9.0,4.258223031715351,2.0,1.0,9.0,2.6065514632409794,3.0
0.0,1.0,4.0,26.981964126544128,7.0,8.0,4.745491031636032,3.0,3.0,1.0,2.965925633509914,0.0
0.0,1.0,9.0,38.35888992859287,6.0,7.0,3.4843211031769856,1.0,3.0,6.0,2.867753341702524,2.0
1.0,0.0,6.0,17.5000538238953,1.0,1.0,2.750008970649217,3.0,1.0,3.0,1.619550392830317,0.0
0.0,1.0,7.0,34.46120845175267,8.0,9.0,3.637315493107524,1.0,3.0,4.0,2.2819718937250992,3.0
1.0,0.0,4.0,20.796412982493784,7.0,6.0,3.449103245623446,3.0,1.0,1.0,0.9448788484674632,4.0
1.0,0.0,8.0,34.41649139160519,2.0,1.0,4.052061423950649,3.0,2.0,5.0,2.52376225439776,1.0
0.0,1.0,7.0,37.403468229281636,1.0,4.0,4.771924032754519,3.0,3.0,4.0,2.995717409363974,4.0
1.0,0.0,5.0,12.053279903606715,7.0,2.0,1.0106559807213429,3.0,2.0,2.0,2.2215584983469325,0.0
0.0,1.0,8.0,45.34365853442793,1.0,8.0,4.667957316803491,3.0,3.0,5.0,1.714631818970218,4.0
1.0,0.0,11.0,26.099089366825137,8.0,6.0,1.645371760620467,2.0,3.0,9.0,2.0913300714020497,2.0
0.0,1.0,10.0,47.09134649850131,2.0,7.0,4.009134649850131,2.0,1.0,9.0,1.1744986384944358,4.0
1.0,0.0,7.0,26.555089776394254,5.0,8.0,3.0792985394848937,3.0,1.0,4.0,1.6971805026115614,1.0
1.0,0.0,7.0,38.43305682531502,6.0,5.0,4.63329383218786,3.0,1.0,4.0,0.9365537960693284,3.0
1.0,0.0,10.0,45.06191758483505,9.0,5.0,3.606191758483505,2.0,1.0,8.0,2.519137700654813,2.0
1.0,0.0,9.0,21.327829363417607,4.0,2.0,1.9253143737130676,2.0,3.0,7.0,2.875825550220702,1.0
1.0,0.0,9.0,34.126359701003494,4.0,2.0,3.3473733001115,3.0,2.0,6.0,1.879627416794128,3.0
1.0,0.0,8.0,20.849925219607766,7.0,3.0,1.7312406524509707,1.0,2.0,7.0,2.8059761795678426,3.0
0.0,1.0,11.0,55.77390640955961,8.0,9.0,4.252173309959964,1.0,2.0,9.0,1.9795812403972328,2.0
0.0,1.0,8.0,19.50062619964646,1.0,6.0,1.6875782749558077,2.0,3.0,5.0,1.6893346833896183,4.0
1.0,0.0,4.0,14.772943198478218,9.0,9.0,1.4432357996195546,1.0,1.0,3.0,2.7897344299631777,0.0
0.0,1.0,9.0,13.669175790836938,2.0,3.0,1.1854639767596598,3.0,3.0,6.0,0.8864625057716681,0.0
0.0,1.0,3.0,16.383472356818316,6.0,8.0,2.794490785606105,1.0,1.0,2.0,2.664128441247912,3.0
0.0,1.0,6.0,14.752059831242946,1.0,1.0,2.2920099718738243,1.0,2.0,4.0,0.560884795183293,2.0
1.0,0.0,11.0,26.570788199501344,9.0,1.0,1.5973443817728494,2.0,1.0,9.0,1.8606993379357688,2.0
1.0,0.0,9.0,37.60567937199052,1.0,1.0,4.0672977079989465,3.0,1.0,6.0,1.271327290922812,4.0
1.0,0.0,11.0,40.46323786784366,3.0,4.0,3.405748897076696,2.0,1.0,9.0,0.5328587824774862,4.0
1.0,0.0,8.0,46.499937757799124,8.0,4.0,4.8124922197248905,3.0,1.0,5.0,0.9850701841050996,4.0
0.0,1.0,6.0,16.28924204071361,1.0,8.0,1.381540340118935,1.0,1.0,5.0,0.5743887123889364,0.0
0.0,1.0,9.0,17.650672203890934,2.0,4.0,1.5167413559878815,1.0,2.0,7.0,1.33365060485977,1.0
1.0,0.0,4.0,13.390502218228088,8.0,4.0,1.347625554557022,3.0,2.0,1.0,2.21912554499397,0.0
0.0,1.0,7.0,28.38387717224657,1.0,2.0,3.7691253103209386,3.0,3.0,4.0,2.78335627208464,4.0
0.0,1.0,4.0,10.952799642403704,2.0,5.0,1.488199910600926,1.0,3.0,1.0,0.5106996584744954,0.0
1.0,0.0,9.0,51.47337215882015,9.0,2.0,4.719263573202238,1.0,1.0,8.0,2.5506136466931792,1.0
0.0,1.0,5.0,18.565720854298565,4.0,4.0,2.913144170859713,1.0,3.0,2.0,1.559350362535464,2.0
0.0,1.0,8.0,27.32692778658367,3.0,4.0,2.915865973322959,3.0,3.0,5.0,2.811076619874975,2.0
0.0,1.0,6.0,16.183054139082113,4.0,9.0,1.1971756898470187,1.0,3.0,3.0,2.1369311110129856,0.0
0.0,1.0,3.0,15.748380960384864,6.0,9.0,2.2494603201282883,2.0,2.0,1.0,0.6707314452413564,0.0
0.0,1.0,4.0,26.35984048580567,3.0,8.0,4.589960121451417,2.0,3.0,1.0,2.7922357263601136,2.0
0.0,1.0,7.0,31.081877578870653,4.0,7.0,3.44026822555295,2.0,3.0,4.0,0.9295505910786228,0.0
1.0,0.0,3.0,11.934585703007858,5.0,4.0,2.311528567669286,2.0,2.0,1.0,2.8729219073842645,3.0
0.0,1.0,7.0,31.05692871376855,6.0,7.0,3.4367041019669355,1.0,2.0,5.0,1.2892878177197789,3.0
1.0,0.0,10.0,56.46230303340525,8.0,7.0,4.8462303033405245,3.0,1.0,7.0,1.5882961773644388,4.0
0.0,1.0,5.0,15.180065534151105,2.0,1.0,2.836013106830221,2.0,3.0,2.0,2.3396576165173792,0.0
0.0,1.0,11.0,57.88705505103798,7.0,6.0,4.717005004639817,2.0,3.0,8.0,1.537756525502558,3.0
1.0,0.0,6.0,36.55724884342027,8.0,5.0,4.759541473903378,1.0,1.0,5.0,0.7438563729273441,1.0
0.0,1.0,8.0,36.4586750226553,1.0,9.0,3.4323343778319124,2.0,2.0,6.0,1.846243354166322,1.0
1.0,0.0,10.0,41.36874639363115,4.0,5.0,3.736874639363115,3.0,2.0,7.0,2.489616627726602,0.0
1.0,0.0,12.0,35.01218839187055,8.0,2.0,2.2510156993225463,3.0,1.0,9.0,2.5418339232725167,2.0
1.0,0.0,10.0,27.676211533112596,6.0,3.0,2.1676211533112597,1.0,2.0,9.0,2.698226734324816,4.0
0.0,1.0,6.0,25.439491360730067,7.0,9.0,2.7399152267883444,1.0,2.0,4.0,2.921363456578594,1.0
0.0,1.0,10.0,21.0278779765968,2.0,4.0,1.7027877976596797,3.0,2.0,8.0,0.9782028871696518,4.0
1.0,0.0,11.0,18.301829506615903,5.0,4.0,1.209257227874173,3.0,3.0,8.0,0.8873293298103642,1.0
1.0,0.0,9.0,18.424428824779998,9.0,4.0,1.0471587583088886,2.0,2.0,7.0,0.7484720663941009,0.0
1.0,0.0,5.0,32.05210609956828,9.0,4.0,4.610421219913656,3.0,3.0,2.0,2.717186567452228,3.0
1.0,0.0,9.0,43.49750587444003,6.0,8.0,4.166389541604448,2.0,1.0,7.0,1.4379171425104076,4.0
0.0,1.0,9.0,37.44541644790134,1.0,8.0,3.271712938655704,1.0,2.0,7.0,1.3636734702446431,2.0
0.0,1.0,5.0,26.557831508900968,1.0,8.0,3.711566301780193,3.0,2.0,3.0,1.817408347051648,4.0
0.0,1.0,11.0,39.94861493250428,6.0,4.0,3.2680559029549343,1.0,3.0,8.0,1.1717709071313336,0.0
1.0,0.0,10.0,40.02110776924718,9.0,4.0,3.1021107769247176,3.0,1.0,7.0,0.5994180000957243,1.0
0.0,1.0,3.0,17.531653467220266,4.0,8.0,3.177217822406755,2.0,1.0,2.0,1.3324605518788322,3.0
1.0,0.0,9.0,34.10175673720847,5.0,5.0,3.2335285263564963,3.0,2.0,6.0,2.12040672947093,2.0
1.0,0.0,3.0,16.252782703410823,5.0,8.0,3.750927567803608,1.0,1.0,2.0,2.1135220724387613,4.0
0.0,1.0,6.0,22.014056064660437,4.0,5.0,2.83567601077674,2.0,2.0,4.0,1.6980792756316383,3.0
0.0,1.0,10.0,38.58289812744894,1.0,7.0,3.1582898127448944,1.0,1.0,9.0,1.5233926666768858,0.0
0.0,1.0,5.0,20.20847418755713,6.0,8.0,2.4416948375114256,1.0,3.0,2.0,1.1843668393957572,0.0
1.0,0.0,7.0,29.514879705514552,9.0,3.0,2.930697100787793,3.0,3.0,4.0,0.7378960181510714,0.0
1.0,0.0,7.0,30.511334335005003,9.0,3.0,3.073047762143572,3.0,2.0,4.0,1.64397313218526,4.0
0.0,1.0,10.0,37.95090474060168,4.0,6.0,3.195090474060168,2.0,3.0,7.0,1.3146224441053287,0.0
1.0,0.0,7.0,22.17889345046379,9.0,3.0,1.8826990643519697,1.0,2.0,6.0,0.9350358498447212,1.0
1.0,0.0,8.0,28.95903234967907,2.0,4.0,3.369879043709884,3.0,2.0,5.0,2.665229249109568,0.0
0.0,1.0,5.0,16.2885809674125,6.0,2.0,2.8577161934824997,1.0,3.0,2.0,0.978965550544773,0.0
1.0,0.0,5.0,30.60180230897766,9.0,6.0,4.3203604617955325,2.0,2.0,3.0,2.5563541611795606,3.0
0.0,1.0,8.0,34.931989500549264,2.0,2.0,4.116498687568658,1.0,2.0,6.0,0.9644105744171636,1.0
1.0,0.0,8.0,26.972058245790937,7.0,1.0,2.496507280723867,2.0,1.0,6.0,2.3874298738827866,1.0
0.0,1.0,4.0,19.096248046794162,1.0,3.0,4.024062011698541,1.0,2.0,2.0,0.8617105556857303,1.0
1.0,0.0,10.0,28.432055327005784,9.0,5.0,1.9432055327005784,3.0,1.0,7.0,1.0608844206383954,4.0
1.0,0.0,11.0,51.294942342882855,9.0,9.0,3.844994758443896,2.0,2.0,9.0,1.7507482147250657,4.0
1.0,0.0,8.0,24.453606660226225,6.0,5.0,2.306700832528278,2.0,2.0,6.0,1.7887785537178944,3.0
0.0,1.0,3.0,16.55168146511241,8.0,9.0,2.51722715503747,1.0,2.0,1.0,1.4702187996130451,2.0
1.0,0.0,8.0,13.678257329879688,4.0,5.0,1.209782166234961,3.0,1.0,5.0,2.9210001198315423,4.0
1.0,0.0,4.0,21.04650627446968,8.0,1.0,3.2616265686174204,2.0,2.0,2.0,2.20877477321961,2.0
0.0,1.0,11.0,61.16238211534082,3.0,7.0,4.923852919576438,2.0,2.0,9.0,2.009498084480718,0.0
1.0,0.0,8.0,17.946974560526876,7.0,3.0,1.3683718200658594,2.0,2.0,6.0,2.980489824450438,0.0
1.0,0.0,5.0,15.58231405153046,9.0,9.0,1.316462810306092,3.0,1.0,2.0,1.9661372005497892,3.0
1.0,0.0,5.0,22.642688753613363,8.0,2.0,2.928537750722673,2.0,3.0,3.0,2.412611005002871,0.0
1.0,0.0,7.0,19.79939730585647,7.0,4.0,1.8284853294080672,1.0,1.0,6.0,0.9213479548366752,2.0
1.0,0.0,12.0,36.106346560352165,9.0,8.0,2.25886221336268,3.0,2.0,9.0,2.3821844162811594,4.0
0.0,1.0,11.0,34.23264566114738,6.0,8.0,2.3847859691952165,2.0,2.0,9.0,0.5869903232775682,1.0
0.0,1.0,9.0,32.22509206460536,3.0,3.0,3.247232451622818,1.0,2.0,7.0,1.9470464681614448,0.0
0.0,1.0,4.0,22.72043042134897,4.0,9.0,3.430107605337242,2.0,3.0,1.0,0.771756119634198,0.0
1.0,0.0,8.0,22.349424274285102,9.0,8.0,1.6686780342856378,3.0,1.0,5.0,1.0763400598415984,4.0
0.0,1.0,11.0,51.15098218205743,1.0,8.0,3.922816562005221,1.0,2.0,9.0,1.89121343647997,1.0
0.0,1.0,4.0,18.88634279143469,1.0,1.0,4.471585697858672,1.0,2.0,2.0,2.1389561948291678,1.0
1.0,0.0,7.0,17.742676109861776,6.0,2.0,1.6775251585516822,1.0,3.0,6.0,1.0241141820055004,0.0
1.0,0.0,5.0,15.906095311706398,9.0,3.0,1.3812190623412794,3.0,3.0,2.0,0.6823903107723481,4.0
1.0,0.0,4.0,14.158825272648736,5.0,4.0,2.289706318162184,1.0,1.0,3.0,1.8175842663546944,3.0
0.0,1.0,7.0,36.30594529365844,4.0,8.0,4.043706470522634,1.0,2.0,5.0,1.947922988449326,3.0
0.0,1.0,6.0,21.187069677610378,4.0,5.0,2.6978449462683964,2.0,3.0,3.0,2.6301825746107155,4.0
1.0,0.0,3.0,17.665371390472373,8.0,1.0,3.2217904634907915,1.0,2.0,2.0,1.423688355905267,1.0
0.0,1.0,12.0,50.040195352915234,7.0,8.0,3.503349612742936,2.0,3.0,9.0,1.654957057485564,2.0
0.0,1.0,7.0,22.154013278773185,8.0,9.0,1.879144754110455,1.0,3.0,4.0,1.5429429884694956,3.0
0.0,1.0,5.0,12.225129855885708,2.0,5.0,1.4450259711771416,2.0,1.0,4.0,2.9431382404698283,4.0
0.0,1.0,7.0,19.094071545057826,7.0,8.0,1.5848673635796895,1.0,2.0,5.0,2.7988744320911945,0.0
1.0,0.0,6.0,14.930752017049139,7.0,5.0,1.321792002841523,1.0,1.0,5.0,1.4271954155864683,4.0
0.0,1.0,11.0,37.2623274006845,8.0,6.0,2.8420297636985903,2.0,3.0,8.0,2.1498151881369165,3.0
0.0,1.0,8.0,37.53482393598796,5.0,8.0,3.6918529919984944,1.0,1.0,7.0,2.8262484857795687,0.0
1.0,0.0,11.0,50.29641759212267,6.0,2.0,4.026947053829334,2.0,1.0,9.0,0.5682339990850358,4.0
0.0,1.0,7.0,16.688195750421205,1.0,9.0,1.0983136786316008,3.0,2.0,5.0,2.727042959687179,0.0
0.0,1.0,12.0,43.123502671525955,5.0,6.0,3.093625222627163,3.0,3.0,9.0,0.6593921991501788,2.0
0.0,1.0,6.0,12.720582423663437,5.0,6.0,1.1200970706105728,2.0,3.0,3.0,1.7363434954721055,3.0
0.0,1.0,10.0,16.71703491384637,3.0,4.0,1.271703491384637,1.0,1.0,9.0,0.5730505500714675,1.0
0.0,1.0,12.0,60.45960113450341,3.0,3.0,4.788300094541951,2.0,3.0,9.0,1.0710358311417956,0.0
0.0,1.0,4.0,21.91605344779466,1.0,8.0,3.479013361948665,3.0,3.0,1.0,0.639484054269303,4.0
1.0,0.0,7.0,28.897924749905975,9.0,6.0,2.8425606785579967,1.0,1.0,6.0,2.716840086723633,0.0
0.0,1.0,11.0,46.33958804063106,2.0,6.0,3.667235276421005,1.0,3.0,8.0,0.6543339236466207,4.0
1.0,0.0,10.0,23.98740368677737,6.0,2.0,1.7987403686777368,1.0,1.0,9.0,1.578092404257257,1.0
0.0,1.0,9.0,42.90854919981314,6.0,9.0,3.7676165777570154,1.0,3.0,6.0,1.7141994106924594,1.0
0.0,1.0,5.0,13.567729801992568,3.0,5.0,1.7135459603985137,2.0,1.0,4.0,1.3140058344435617,0.0
0.0,1.0,9.0,21.433935168676385,5.0,9.0,1.381548352075154,3.0,2.0,7.0,0.9223786222835,3.0
1.0,0.0,3.0,16.79756047834568,7.0,4.0,3.2658534927818934,2.0,2.0,1.0,1.005429630731493,1.0
1.0,0.0,3.0,12.782861920803967,9.0,4.0,1.2609539736013224,1.0,1.0,2.0,1.819520936486482,1.0
0.0,1.0,7.0,16.770261267363033,6.0,7.0,1.3957516096232907,1.0,3.0,4.0,0.984064232847467,2.0
0.0,1.0,12.0,50.116272668479894,8.0,7.0,3.593022722373324,1.0,3.0,9.0,0.5692440194995758,4.0
0.0,1.0,12.0,34.03842556101294,6.0,1.0,2.753202130084412,1.0,3.0,9.0,1.0585181744870782,3.0
1.0,0.0,11.0,39.47109139870826,7.0,8.0,2.951917399882569,3.0,2.0,8.0,0.8154991779648018,3.0
0.0,1.0,10.0,49.70014898329128,6.0,9.0,4.070014898329128,3.0,3.0,7.0,0.5707092043934743,2.0
0.0,1.0,9.0,42.65026855280594,2.0,5.0,4.183363172533993,1.0,1.0,8.0,2.328096725348729,0.0
0.0,1.0,9.0,46.90016303830542,7.0,5.0,4.655573670922824,1.0,3.0,6.0,2.4208942921091063,3.0
1.0,0.0,7.0,38.988511940516126,7.0,7.0,4.569787420073732,1.0,1.0,6.0,0.5607752305684559,0.0
0.0,1.0,9.0,34.55523957683448,7.0,2.0,3.617248841870498,1.0,3.0,6.0,1.9548222463417195,2.0
1.0,0.0,7.0,16.829157003377986,7.0,3.0,1.404165286196855,2.0,1.0,5.0,1.7727371593554968,2.0
0.0,1.0,6.0,31.789507702065684,2.0,8.0,3.964917950344281,3.0,2.0,4.0,2.650239411421982,4.0
0.0,1.0,5.0,24.676985123354434,5.0,4.0,4.135397024670887,1.0,2.0,3.0,2.709355027811998,0.0
1.0,0.0,12.0,54.71400500958411,8.0,1.0,3.892833750798676,3.0,2.0,9.0,2.500521042190856,4.0
0.0,1.0,7.0,26.415637474868134,8.0,4.0,3.202233924981162,1.0,3.0,4.0,2.1735429147552674,2.0
0.0,1.0,7.0,11.588156151522078,3.0,3.0,1.2268794502174396,1.0,2.0,5.0,0.9838159411572256,4.0
1.0,0.0,8.0,44.40512930298801,6.0,5.0,4.800641162873501,2.0,2.0,6.0,2.96992539387075,1.0
0.0,1.0,8.0,24.02597055919916,5.0,9.0,1.8782463198998949,1.0,3.0,5.0,2.5224717826036183,3.0
0.0,1.0,11.0,33.324485270557695,3.0,6.0,2.484044115505245,2.0,3.0,8.0,1.4856388987193412,2.0
0.0,1.0,8.0,25.02296353508997,7.0,5.0,2.5028704418862464,1.0,3.0,5.0,2.767827895669289,0.0
0.0,1.0,11.0,55.1183247268991,7.0,8.0,4.283484066081736,3.0,3.0,8.0,1.9711302234769872,3.0
1.0,0.0,12.0,31.45043976695561,7.0,1.0,2.037536647246301,3.0,1.0,9.0,0.9093212300320912,3.0
1.0,0.0,10.0,22.307292397643337,5.0,5.0,1.730729239764334,3.0,2.0,7.0,1.0909629187165883,4.0
1.0,0.0,10.0,44.858723999586296,5.0,8.0,3.98587239995863,3.0,1.0,7.0,0.7741518450695444,0.0
0.0,1.0,7.0,21.333678550043288,9.0,8.0,1.9048112214347557,2.0,3.0,4.0,0.7477741498549677,1.0
1.0,0.0,11.0,40.90156205407113,2.0,2.0,3.5365056412791938,3.0,2.0,8.0,1.2055312145572248,3.0
1.0,0.0,3.0,11.513538119584126,8.0,8.0,1.171179373194709,1.0,1.0,2.0,1.7261007134553463,2.0
1.0,0.0,11.0,26.13080136816638,4.0,3.0,2.011891033469671,2.0,1.0,9.0,0.7509778327080331,0.0
0.0,1.0,7.0,27.727261967972034,5.0,9.0,2.675323138281719,1.0,3.0,4.0,1.1332631819803238,1.0
1.0,0.0,12.0,60.71397089484829,2.0,5.0,4.892830907904024,3.0,2.0,9.0,1.9238318540606651,1.0
0.0,1.0,5.0,19.69468797381856,9.0,4.0,3.1389375947637124,1.0,3.0,2.0,0.5481226479683095,2.0
0.0,1.0,7.0,12.804086600146533,1.0,4.0,1.2577266571637904,3.0,1.0,6.0,2.889863891824779,4.0
1.0,0.0,12.0,37.020333839304655,9.0,3.0,2.335027819942055,3.0,2.0,9.0,2.9611974853719056,2.0
0.0,1.0,12.0,25.413369738527642,4.0,5.0,1.7011141448773035,1.0,3.0,9.0,1.28268314291384,4.0
0.0,1.0,6.0,32.74774290938618,2.0,7.0,4.291290484897697,3.0,2.0,4.0,2.563792737068584,3.0
1.0,0.0,8.0,28.839705690066086,5.0,1.0,2.979963211258261,3.0,2.0,5.0,1.8361637373458208,2.0
0.0,1.0,9.0,33.30059134540237,2.0,9.0,2.700065705044707,1.0,3.0,6.0,1.9980401909499008,2.0
1.0,0.0,7.0,40.390079894711945,6.0,8.0,4.912868556387421,3.0,1.0,4.0,2.9633276618956894,2.0
0.0,1.0,5.0,30.49343015689604,9.0,7.0,4.698686031379208,1.0,3.0,2.0,2.5069459455678027,2.0
